FP_ID,flag,classification,acres,n_cells,slope_mean,slope_p90,slope_max,frac_over_30
2942298,N,III,7.0,360,2.343968152999878,4.662744998931885,10.685456275939941,0.0
2942316,Y,III,64.0,4260,16.880725860595703,30.5867862701416,43.82184982299805,0.1119718309859155
2942374,Y,III,78.0,4395,11.536260604858398,19.14289093017578,30.712587356567383,0.0013651877133105802
2942356,N,III,28.0,1535,9.084428787231445,13.282888412475586,24.33987045288086,0.0
2942386,Y,III,99.10000000000001,6764,12.94176197052002,22.934104919433594,43.29183578491211,0.02439384979302188
2942387,Y,III,102.5,8076,12.727750778198242,20.871623992919922,36.394775390625,0.008791480931154037
2942355,N,III,5.0,327,9.788579940795898,15.424979209899902,20.780502319335938,0.0
2942411,Y,III,35.0,2324,12.965985298156738,18.829715728759766,30.910673141479492,0.0008605851979345956
2942411,Y,III,47.0,3233,12.565203666687012,20.377044677734375,30.400802612304688,0.0006186204763377668
2942411,Y,III,20.0,1452,14.642925262451172,24.842782974243164,34.65861129760742,0.026859504132231406
2942393,N,III,29.3,1807,7.036901950836182,11.107193946838379,16.6923828125,0.0
