x,y,height_m,height_then_m,growth_m,cai_m_yr,stand_x,stand_y,in_target,leave_tree,harvest
364028.5,6686484.5,24.1299991607666,22.579999923706055,1.5499992370605469,0.1291666030883789,364000,6686400,False,False,False
364224.5,6686484.5,31.43000030517578,28.510000228881836,2.9200000762939453,0.2433333396911621,364200,6686400,False,False,False
364536.5,6686484.5,24.09000015258789,22.8799991607666,1.210000991821289,0.10083341598510742,364500,6686400,True,False,True
364121.5,6686483.5,19.010000228881836,14.859999656677246,4.15000057220459,0.34583338101704914,364100,6686400,False,False,False
364472.5,6686483.5,13.770000457763672,6.760000228881836,7.010000228881836,0.584166685740153,364400,6686400,False,False,False
364011.5,6686482.5,6.0,9.899999618530273,-3.8999996185302734,-0.32499996821085614,364000,6686400,False,False,False
364326.5,6686482.5,22.600000381469727,14.90999984741211,7.690000534057617,0.6408333778381348,364300,6686400,False,False,False
364569.5,6686482.5,28.389999389648438,25.25,3.1399993896484375,0.26166661580403644,364500,6686400,True,True,False
364651.5,6686482.5,27.790000915527344,23.579999923706055,4.210000991821289,0.3508334159851074,364600,6686400,True,False,True
364914.5,6686482.5,19.770000457763672,16.239999771118164,3.530000686645508,0.29416672388712567,364900,6686400,False,False,False
364986.5,6686482.5,23.530000686645508,17.75,5.780000686645508,0.48166672388712567,364900,6686400,False,False,False
364281.5,6686481.5,6.989999771118164,4.699999809265137,2.2899999618530273,0.19083333015441895,364200,6686400,False,False,False
364645.5,6686481.5,26.700000762939453,24.299999237060547,2.4000015258789062,0.20000012715657553,364600,6686400,True,False,True
364996.5,6686481.5,25.75,24.110000610351562,1.6399993896484375,0.13666661580403647,364900,6686400,False,False,False
364071.5,6686480.5,25.440000534057617,22.100000381469727,3.3400001525878906,0.2783333460489909,364000,6686400,False,False,False
364108.5,6686480.5,20.31999969482422,17.639999389648438,2.6800003051757812,0.22333335876464844,364100,6686400,False,False,False
364397.5,6686480.5,5.739999771118164,0.0,5.739999771118164,0.478333314259847,364300,6686400,False,False,False
364455.5,6686480.5,20.790000915527344,19.8799991607666,0.9100017547607422,0.07583347956339519,364400,6686400,False,False,False
364496.5,6686480.5,22.229999542236328,19.829999923706055,2.3999996185302734,0.1999999682108561,364400,6686400,False,False,False
364688.5,6686480.5,26.399999618530273,24.479999542236328,1.9200000762939453,0.16000000635782877,364600,6686400,True,False,True
364705.5,6686480.5,20.8799991607666,20.889999389648438,-0.010000228881835938,-0.0008333524068196615,364700,6686400,False,False,False
364046.5,6686479.5,22.1200008392334,15.859999656677246,6.260001182556152,0.5216667652130127,364000,6686400,False,False,False
364603.5,6686479.5,30.030000686645508,29.139999389648438,0.8900012969970703,0.07416677474975586,364600,6686400,True,False,True
364951.5,6686479.5,23.549999237060547,21.780000686645508,1.769998550415039,0.14749987920125326,364900,6686400,False,False,False
364341.5,6686478.5,16.3799991607666,11.260000228881836,5.119998931884766,0.4266665776570638,364300,6686400,False,False,False
364586.5,6686478.5,28.829999923706055,27.399999618530273,1.4300003051757812,0.11916669209798177,364500,6686400,True,True,False
364000.5,6686477.5,27.989999771118164,27.43000030517578,0.5599994659423828,0.046666622161865234,364000,6686400,False,False,False
364030.5,6686477.5,25.059999465942383,23.530000686645508,1.529998779296875,0.1274998982747396,364000,6686400,False,False,False
364101.5,6686477.5,23.670000076293945,21.549999237060547,2.1200008392333984,0.1766667366027832,364100,6686400,False,False,False
364188.5,6686477.5,37.56999969482422,35.099998474121094,2.470001220703125,0.20583343505859375,364100,6686400,False,False,False
364217.5,6686477.5,32.959999084472656,30.18000030517578,2.779998779296875,0.23166656494140625,364200,6686400,False,False,False
364367.5,6686477.5,18.84000015258789,11.399999618530273,7.440000534057617,0.6200000445048014,364300,6686400,False,False,False
364661.5,6686477.5,27.920000076293945,25.860000610351562,2.059999465942383,0.17166662216186523,364600,6686400,True,False,True
364200.5,6686476.5,36.75,34.189998626708984,2.5600013732910156,0.2133334477742513,364200,6686400,False,False,False
364333.5,6686476.5,21.729999542236328,14.4399995803833,7.289999961853027,0.6074999968210856,364300,6686400,False,False,False
364354.5,6686476.5,19.600000381469727,14.229999542236328,5.370000839233398,0.4475000699361165,364300,6686400,False,False,False
364438.5,6686476.5,24.1200008392334,23.229999542236328,0.8900012969970703,0.07416677474975586,364400,6686400,False,False,False
364533.5,6686476.5,27.0,24.239999771118164,2.760000228881836,0.23000001907348633,364500,6686400,True,False,True
364615.5,6686476.5,32.47999954223633,29.969999313354492,2.510000228881836,0.20916668574015299,364600,6686400,True,True,False
364671.5,6686476.5,27.510000228881836,24.520000457763672,2.989999771118164,0.24916664759318033,364600,6686400,True,False,True
364718.5,6686476.5,5.260000228881836,0.7099999785423279,4.550000250339508,0.37916668752829236,364700,6686400,False,False,False
364972.5,6686476.5,21.56999969482422,20.389999389648438,1.1800003051757812,0.09833335876464844,364900,6686400,False,False,False
364983.5,6686476.5,24.260000228881836,19.670000076293945,4.590000152587891,0.38250001271565753,364900,6686400,False,False,False
364447.5,6686475.5,21.709999084472656,18.559999465942383,3.1499996185302734,0.26249996821085614,364400,6686400,False,False,False
