stand_x,stand_y,n_stems,mean_h,max_h,mean_cai,dom_h,forest_frac,flat_frac,forest_ha,stems_per_ha,age_est,mai,cai,cai_pct,slowness,maturity_pct,priority,ready
364200,6685900,94,18.458936234737966,26.56999969482422,0.4967464584830805,18.458936234737966,0.9692,0.0098,0.9692,96.98720594304582,59.64746450867327,0.30946724033934203,0.4967464584830805,0.8414634146341463,0.1585365853658537,0.1951219512195122,0.17500000000000004,False
364300,6685700,107,19.196168257811358,23.209999084472656,0.5686215004909818,19.545100021362305,0.9004,0.0145,0.9004,118.83607285650822,65.81830536185518,0.2969553821525404,0.5686215004909818,0.9634146341463414,0.03658536585365857,0.34146341463414637,0.1737804878048781,False
364000,6685700,91,14.145604364164583,24.100000381469727,0.16533882321018875,14.145604364164583,0.7401,0.0667,0.7401,122.9563572490204,40.7389839863862,0.34722526140788484,0.16533882321018875,0.08536585365853659,0.9146341463414634,0.04878048780487805,0.0,True
364000,6686100,108,15.409814812518933,29.280000686645508,0.20199073832712056,15.95760000228882,0.903,0.052,0.903,119.60132890365448,47.84633039915869,0.33351774042360854,0.20199073832712056,0.12195121951219512,0.8780487804878049,0.06097560975609756,0.0,True
364400,6686300,43,10.277209348456804,27.860000610351562,0.6478294590524174,10.277209348456804,0.4525,0.2556,0.4525,95.02762430939227,28.072018952725042,0.36610153925032035,0.6478294590524174,1.0,0.0,0.012195121951219513,0.0,False
364400,6685500,22,20.42863637750799,30.6299991607666,0.17848485166376288,20.42863637750799,0.2807,0.7159,0.2807,78.37548984681155,71.50526032150222,0.2856941753048192,0.17848485166376288,0.10975609756097561,0.8902439024390244,0.4146341463414634,0.0,True
364200,6685600,37,20.42108102746912,23.799999237060547,0.27362612346271137,20.42108102746912,0.3815,0.6165,0.3815,96.98558322411533,71.4535970715991,0.2857950035322428,0.27362612346271137,0.3048780487804878,0.6951219512195121,0.4024390243902439,0.0,True
364700,6686000,34,12.04999992426704,20.68000030517578,0.3742892070782973,12.04999992426704,0.3621,0.1861,0.3621,93.89671361502349,33.53821755159122,0.35929160235575275,0.3742892070782973,0.5609756097560976,0.4390243902439024,0.024390243902439025,0.0,False
364700,6686400,25,17.491200008392333,30.200000762939453,0.24556667329122622,17.491200008392333,0.4005,0.569,0.4005,62.421972534332085,54.74299280711761,0.31951486594861783,0.24556667329122622,0.24390243902439024,0.7560975609756098,0.0975609756097561,0.0,True
364700,6686200,34,13.24441177704755,26.200000762939453,0.34377450878987564,13.24441177704755,0.4818,0.133,0.4818,70.56870070568701,37.52803727628203,0.35292044930412886,0.34377450878987564,0.4878048780487805,0.5121951219512195,0.036585365853658534,0.0,True
364800,6685900,26,19.077307664431057,27.010000228881836,0.3665064038374485,19.077307664431057,0.299,0.6791,0.299,86.95652173913044,63.062684519481685,0.3025134088374812,0.3665064038374485,0.5487804878048781,0.4512195121951219,0.25609756097560976,0.0,False
364900,6686400,43,22.118139533109442,27.59000015258789,0.2294767466626426,22.118139533109442,0.5363,0.4335,0.5363,80.17900428864442,84.7973423440507,0.26083529178743453,0.2294767466626426,0.17073170731707318,0.8292682926829268,0.5609756097560976,0.0,True
